month,cpi_raw,cpi_yoy_pct,btc_monthly_avg
2024-04,313.023,3.3607951262196734,66275.69509976043
2024-05,313.175,3.244278584003113,65055.81549180553
2024-06,313.044,2.9702579486470926,66053.75856626955
2024-07,313.569,2.9414757935583014,62761.60804689705
2024-08,314.062,2.607144490692037,60107.96853052593
2024-09,314.732,2.4264830315416708,60210.02872389904
2024-10,315.631,2.578844053871343,65360.04001652121
2024-11,316.528,2.719472461284833,85687.3601419989
2024-12,317.604,2.870690967509981,98380.90778199892
2025-01,318.961,2.9909783078999608,99696.06252905859
2025-02,319.679,2.8015834477613355,95922.84913565071
2025-03,319.785,2.381981462805549,85158.74378752633
2025-04,320.302,2.32538823025783,86068.12520336392
2025-05,320.62,2.3772651073680873,103284.77061411348
2025-06,321.435,2.680453865910226,105714.03237053214
2025-07,322.169,2.742618052167134,115067.70320220456
2025-08,323.291,2.9385917430316155,115082.6039365858
2025-09,324.245,3.0225715847133294,112961.94299270981
2025-10,324.654,2.8587179332828505,114210.48443995966
2025-11,325.063,2.6964439164939513,96898.73234287514
2025-12,326.031,2.653304114557753,89006.476648461
2026-01,326.588,2.391201432150014,90751.13402551455
