date,btc_price,market_cap_btc,trading_vol_btc,breakeven_5y,dxy_close,sp500_close,month,cpi_raw,cpi_yoy_pct,btc_monthly_avg
2013-05-20,122.58,1370131821.0,0.0,2.0,83.80999755859375,1666.2900390625,2013-05,231.893,,119.42396774193548
2013-05-21,122.9,1374154118.0,0.0,1.99,83.86000061035156,1669.1600341796875,2013-05,231.893,,119.42396774193548
2013-05-22,123.0,1375791900.0,0.0,1.97,84.25,1655.3499755859375,2013-05,231.893,,119.42396774193548
2013-05-23,125.748,1407041528.0,0.0,1.93,83.80000305175781,1650.510009765625,2013-05,231.893,,119.42396774193548
2013-05-24,131.7,1474180657.0,0.0,1.93,83.69999694824219,1649.5999755859375,2013-05,231.893,,119.42396774193548
2013-05-25,130.77,1464316690.0,0.0,1.93,83.69999694824219,1649.5999755859375,2013-05,231.893,,119.42396774193548
2013-05-26,134.6,1507769010.0,0.0,1.93,83.69999694824219,1649.5999755859375,2013-05,231.893,,119.42396774193548
2013-05-27,128.985,1445444606.0,0.0,1.93,83.69999694824219,1649.5999755859375,2013-05,231.893,,119.42396774193548
2013-05-28,129.179,1448115967.0,0.0,1.96,84.13999938964844,1660.06005859375,2013-05,231.893,,119.42396774193548
2013-05-29,132.13,1481781795.0,0.0,1.91,83.63999938964844,1648.3599853515625,2013-05,231.893,,119.42396774193548
2013-05-30,127.401,1429308634.0,0.0,1.83,83.01000213623047,1654.4100341796875,2013-05,231.893,,119.42396774193548
2013-05-31,127.98,1436386730.0,0.0,1.87,83.37999725341797,1630.739990234375,2013-05,231.893,,119.42396774193548
2013-06-01,129.09,1449499974.0,0.0,1.87,83.37999725341797,1630.739990234375,2013-06,232.445,,107.80035862068965
2013-06-02,121.3,1362684200.0,0.0,1.87,83.37999725341797,1630.739990234375,2013-06,232.445,,107.80035862068965
2013-06-03,121.16,1361765704.0,0.0,1.89,82.68000030517578,1640.4200439453125,2013-06,232.445,,107.80035862068965
2013-06-05,121.309,1364113640.0,0.0,1.88,82.56999969482422,1608.9000244140625,2013-06,232.445,,107.80035862068965
2013-06-06,121.714,1369233814.0,0.0,1.87,81.5199966430664,1622.56005859375,2013-06,232.445,,107.80035862068965
